image,food,portion
/data/upload/4/25b36b8a-007.jpg,Fish cutlet,73.0
/data/upload/4/25b36b8a-007.jpg,Mixed salad with carrots,66.0
/data/upload/4/d7536870-008.jpg,Bread,57.0
/data/upload/4/d7536870-008.jpg,Cherry yogurt,125.0
/data/upload/4/d7536870-008.jpg,Vegetable soup,225.0
/data/upload/4/d7536870-008.jpg,Vegetable meatballs,130.0
/data/upload/4/d7536870-008.jpg,Fennel salad,167.0
/data/upload/4/d7536870-008.jpg,Water,338.0
/data/upload/4/22b10965-009.jpg,Bread,59.0
/data/upload/4/22b10965-009.jpg,Cherry yogurt,125.0
/data/upload/4/22b10965-009.jpg,Baked pasta with vegetables and cheese,124.0
/data/upload/4/22b10965-009.jpg,Chicken cutlet,123.0
/data/upload/4/22b10965-009.jpg,Baked potatoes,94.0
/data/upload/4/22b10965-009.jpg,Water,338.0
/data/upload/4/346eb788-010.jpg,Bread,58.0
/data/upload/4/346eb788-010.jpg,Fruit yogurt,125.0
/data/upload/4/346eb788-010.jpg,Vegetable soup,243.0
/data/upload/4/346eb788-010.jpg,Vegetable meatballs with cheese sauce,110.0
/data/upload/4/346eb788-010.jpg,Baked potatoes,157.0
/data/upload/4/346eb788-010.jpg,Water,340.0
/data/upload/4/fc330201-011.jpg,Vegetable Wrap,161.0
/data/upload/4/fc330201-011.jpg,Mixed salad with purple cabbage,94.0
/data/upload/4/fc330201-011.jpg,Peach,163.0
/data/upload/4/fc330201-011.jpg,Spinach,110.0
/data/upload/4/fc330201-011.jpg,Bread,54.0
/data/upload/4/a14fd85e-012.jpg,Bread,59.0
/data/upload/4/a14fd85e-012.jpg,Strawberry yogurt,125.0
/data/upload/4/a14fd85e-012.jpg,Fried egg,40.0
/data/upload/4/a14fd85e-012.jpg,Spinach,175.0
/data/upload/4/a14fd85e-012.jpg,Roasted Potatoes,91.0
/data/upload/4/a14fd85e-012.jpg,Water,340.0
/data/upload/4/89de55d5-013.jpg,Watermelon,187.0
/data/upload/4/89de55d5-013.jpg,Spinach,123.0
/data/upload/4/89de55d5-013.jpg,Breaded Fish,70.0
/data/upload/4/89de55d5-013.jpg,Spaghetti with Tomato Sauce,210.0
/data/upload/4/89de55d5-013.jpg,Water,340.0
/data/upload/4/ee09041a-014.jpg,Pasta with tomato sauce,157.0
/data/upload/4/ee09041a-014.jpg,Bread,56.0
/data/upload/4/ee09041a-014.jpg,Water,278.0
/data/upload/4/ee09041a-014.jpg,Mixed salad with radicchio and carrots,107.0
/data/upload/4/ee09041a-014.jpg,Fish cutlet,116.0
/data/upload/4/ee09041a-014.jpg,Strawberry yogurt,125.0
/data/upload/4/186da39b-015.jpg,Peach,131.0
/data/upload/4/186da39b-015.jpg,Vegetarian meatballs,105.0
/data/upload/4/186da39b-015.jpg,Roasted cauliflowers,140.0
/data/upload/4/186da39b-015.jpg,Fennel salad,128.0
/data/upload/4/186da39b-015.jpg,Bread,54.0
/data/upload/4/186da39b-015.jpg,Water,280.0
/data/upload/4/7eb9ec7c-016.jpg,Mixed salad with radicchio and carrots,84.0
/data/upload/4/7eb9ec7c-016.jpg,Hamburger,143.0
/data/upload/4/7eb9ec7c-016.jpg,Baked potatoes,83.0
/data/upload/4/7eb9ec7c-016.jpg,Bread,50.0
/data/upload/4/7eb9ec7c-016.jpg,Peach,122.0
/data/upload/4/7eb9ec7c-016.jpg,Water,280.0
/data/upload/4/5a7d2d17-017.jpg,White rice with oil,210.0
/data/upload/4/30bc0e3a-018.jpg,Pasta with tomatoes,143.0
/data/upload/4/30bc0e3a-018.jpg,Mixed salad with purple cabbage and carrots,114.0
/data/upload/4/30bc0e3a-018.jpg,Peach,139.0
/data/upload/4/30bc0e3a-018.jpg,Baked fish,83.0
/data/upload/4/30bc0e3a-018.jpg,Water,280.0
/data/upload/4/919a4acc-019.jpg,Breaded Fish,131.0
/data/upload/4/919a4acc-019.jpg,Bread,28.0
/data/upload/4/919a4acc-019.jpg,Orange,178.0
/data/upload/4/919a4acc-019.jpg,Baked courgettes and potatoes,120.0
/data/upload/4/919a4acc-019.jpg,Water,328.0
/data/upload/4/b09ea47d-020.jpg,Boiled carrots,145.0
/data/upload/4/b09ea47d-020.jpg,Barbecue chicken wings,155.0
/data/upload/4/b09ea47d-020.jpg,Brussel sprouts,178.0
/data/upload/4/b09ea47d-020.jpg,Apple,170.0
/data/upload/4/b09ea47d-020.jpg,Water,250.0
/data/upload/4/982b97cf-021.jpg,Plums,127.0
/data/upload/4/982b97cf-021.jpg,Breaded fish,132.0
/data/upload/4/982b97cf-021.jpg,Brussels sprouts,138.0
/data/upload/4/982b97cf-021.jpg,Baked carrots and potatoes,161.0
/data/upload/4/982b97cf-021.jpg,Water,350.0
/data/upload/4/65200639-022.jpg,Green beans and carrots,108.0
/data/upload/4/65200639-022.jpg,Cous cous with fish,134.0
/data/upload/4/65200639-022.jpg,Roasted pumpkin,183.0
/data/upload/4/65200639-022.jpg,Wholemeal bread,36.0
/data/upload/4/65200639-022.jpg,Fruit yogurt,125.0
/data/upload/4/65200639-022.jpg,Water,350.0
/data/upload/4/8c17111c-023.jpg,"Pasta with tomato sauce, carrots and peas",256.0
/data/upload/4/8c17111c-023.jpg,Bread,62.0
/data/upload/4/8c17111c-023.jpg,Fruit yogurt,125.0
/data/upload/4/8c17111c-023.jpg,Legume and cheese burger with tomato on top,140.0
/data/upload/4/8c17111c-023.jpg,Cauliflower,100.0
/data/upload/4/8c17111c-023.jpg,Water,338.0
/data/upload/4/6d942b80-024.jpg,Pasta with vegetable sauce,240.0
/data/upload/4/6d942b80-024.jpg,Bread,51.0
/data/upload/4/6d942b80-024.jpg,Fruit yogurt,125.0
/data/upload/4/6d942b80-024.jpg,Vegetable meatballs with orange,150.0
/data/upload/4/6d942b80-024.jpg,Boiled carrots,91.0
/data/upload/4/6d942b80-024.jpg,Apple,132.0
/data/upload/4/6d942b80-024.jpg,Water,338.0
/data/upload/4/102ddf89-025.jpg,Pasta with tomato sauce,234.0
/data/upload/4/102ddf89-025.jpg,Bread,60.0
/data/upload/4/102ddf89-025.jpg,Pineapple yogurt,125.0
/data/upload/4/102ddf89-025.jpg,Plant-based hamburger,137.0
/data/upload/4/102ddf89-025.jpg,Chickpeas,102.0
/data/upload/4/c58ac7c8-026.jpg,Chicken nuggets,110.0
/data/upload/4/c58ac7c8-026.jpg,Baked potatoes,120.0
/data/upload/4/c58ac7c8-026.jpg,Bread,55.0
/data/upload/4/c58ac7c8-026.jpg,Water,330.0
/data/upload/4/c58ac7c8-026.jpg,Spinach,119.0
/data/upload/4/c58ac7c8-026.jpg,Apricots,94.0
/data/upload/4/8281a67b-027.jpg,Pasta with tomato sauce and parmesan,194.0
/data/upload/4/8281a67b-027.jpg,Bread,62.0
/data/upload/4/8281a67b-027.jpg,Cherry yogurt,125.0
/data/upload/4/8281a67b-027.jpg,Water,320.0
/data/upload/4/8281a67b-027.jpg,Spinach,161.0
/data/upload/4/8281a67b-027.jpg,Meatloaf,192.0
/data/upload/4/405cba0d-028.jpg,Pasta with tomato and eggplant,201.0
/data/upload/4/405cba0d-028.jpg,Crepes with mozzarella and spinach,160.0
/data/upload/4/405cba0d-028.jpg,Spinach,130.0
/data/upload/4/405cba0d-028.jpg,Bread,52.0
/data/upload/4/405cba0d-028.jpg,Water,310.0
/data/upload/4/a53e45d0-029.jpg,Pasta with radicchio and parmesan,262.0
/data/upload/4/a53e45d0-029.jpg,Bread,58.0
/data/upload/4/a53e45d0-029.jpg,Apple,184.0
/data/upload/4/a53e45d0-029.jpg,Baked courgettes and potatoes,134.0
/data/upload/4/a53e45d0-029.jpg,Omelette with vegetables,122.0
/data/upload/4/a53e45d0-029.jpg,Water,338.0
/data/upload/4/292d0c29-030.jpg,Coffee with milk,329.0
/data/upload/4/292d0c29-030.jpg,Cookies,62.0
/data/upload/4/64453869-031.jpg,Pasta with vegetable sauce,215.0
/data/upload/4/64453869-031.jpg,Bread,58.0
/data/upload/4/64453869-031.jpg,Banana,232.0
/data/upload/4/64453869-031.jpg,Baked ricotta with eggplant and courgettes,100.0
/data/upload/4/64453869-031.jpg,Boiled green beans,126.0
/data/upload/4/64453869-031.jpg,Water,338.0
/data/upload/4/ef861462-032.jpg,"Gnocchi with cherry tomatoes, basil and parmesan",452.0
/data/upload/4/9ad9524f-033.jpg,Spaghetti with tomato sauce,203.0
/data/upload/4/9ad9524f-033.jpg,Vegetable burger with tomatoes,187.0
/data/upload/4/9ad9524f-033.jpg,"Mixed roasted vegetables (potatoes, peas, eggplants, carrots)",90.0
/data/upload/4/9ad9524f-033.jpg,Bread,60.0
/data/upload/4/9ad9524f-033.jpg,Apple,161.0
/data/upload/4/9ad9524f-033.jpg,Water,338.0
/data/upload/4/0d30bac3-034.jpg,Pasta with tomato sauce and parmesan,176.0
/data/upload/4/0d30bac3-034.jpg,Bread,59.0
/data/upload/4/0d30bac3-034.jpg,Apple,172.0
/data/upload/4/0d30bac3-034.jpg,Potato muffin,115.0
/data/upload/4/0d30bac3-034.jpg,Fried egg,40.0
/data/upload/4/0d30bac3-034.jpg,Spinach with parmesan,139.0
/data/upload/4/eab10fb9-035.jpg,Pasta with tomatoes and parmesan,322.0
/data/upload/4/eab10fb9-035.jpg,Bread,56.0
/data/upload/4/eab10fb9-035.jpg,Vegetable burger with lentils,108.0
/data/upload/4/eab10fb9-035.jpg,Boiled green beans,108.0
/data/upload/4/eab10fb9-035.jpg,Watermelon,117.0
/data/upload/4/b91e091f-036.jpg,Baked pasta with tomatoes and mozzarella,210.0
/data/upload/4/b91e091f-036.jpg,Vegetable meatballs,102.0
/data/upload/4/b91e091f-036.jpg,"Mixed salad with purple cabbage, orange and cucumber",162.0
/data/upload/4/b91e091f-036.jpg,Bread,54.0
/data/upload/4/b91e091f-036.jpg,Caramelized pear,128.0
/data/upload/4/d62ac090-037.jpg,Spaghetti with tomato sauce and parmesan,300.0
/data/upload/4/d62ac090-037.jpg,Bread,56.0
/data/upload/4/d62ac090-037.jpg,Apple,205.0
/data/upload/4/d62ac090-037.jpg,Fried Egg,50.0
/data/upload/4/d62ac090-037.jpg,Bread crouton with spinach and ricotta cheese,73.0
/data/upload/4/d62ac090-037.jpg,Mixed salad with radicchio and carrots,92.0
/data/upload/4/d62ac090-037.jpg,Water,338.0
/data/upload/4/f42fe761-038.jpg,Pasta with pumpkin and parmesan,295.0
/data/upload/4/f42fe761-038.jpg,Bread,55.0
/data/upload/4/f42fe761-038.jpg,Banana,164.0
/data/upload/4/f42fe761-038.jpg,Water,338.0
/data/upload/4/f42fe761-038.jpg,Brussels sprouts,157.0
/data/upload/4/f42fe761-038.jpg,"Mixed salad with radicchio, carrots and cucumber",145.0
/data/upload/4/21c0b808-039.jpg,Pasta with tomato sauce,228.0
/data/upload/4/21c0b808-039.jpg,Apricots,129.0
/data/upload/4/21c0b808-039.jpg,Bread,56.0
/data/upload/4/21c0b808-039.jpg,Boiled spinach,143.0
/data/upload/4/21c0b808-039.jpg,Mackerel with cous cous,94.0
/data/upload/4/a1930dd4-040.jpg,"Rice salad with peas, corn, cheese and pork",191.0
/data/upload/4/a1930dd4-040.jpg,Bread,63.0
/data/upload/4/a1930dd4-040.jpg,Apricots,122.0
/data/upload/4/a1930dd4-040.jpg,Omelette with eggplants,199.0
/data/upload/4/a1930dd4-040.jpg,Roasted carrots and potatoes,145.0
/data/upload/4/560c196d-041.jpg,Pasta with tomato sauce and parmesan,208.0
/data/upload/4/560c196d-041.jpg,Apricots,135.0
/data/upload/4/560c196d-041.jpg,Bread,67.0
/data/upload/4/560c196d-041.jpg,Mixed salad with cabbage and cucumber,124.0
/data/upload/4/560c196d-041.jpg,Crepe with spinach and mozzarella cheese,166.0
/data/upload/4/560c196d-041.jpg,Water,338.0
/data/upload/4/4c80b028-042.jpg,Pasta with tomatoes,199.0
/data/upload/4/4c80b028-042.jpg,Brussel sprouts,153.0
/data/upload/4/4c80b028-042.jpg,Vegetable meatballs with radicchio,109.0
/data/upload/4/4c80b028-042.jpg,Bread,63.0
/data/upload/4/4c80b028-042.jpg,Apricots,117.0
/data/upload/4/a8387854-043.jpg,Pasta with tomato sauce and parmesan,210.0
/data/upload/4/a8387854-043.jpg,Crouton with tomato sauce and mozzarella cheese,137.0
/data/upload/4/a8387854-043.jpg,Boiled zucchini and potatoes,211.0
/data/upload/4/a8387854-043.jpg,Bread,58.0
/data/upload/4/a8387854-043.jpg,Peach yogurt,125.0
/data/upload/4/a8387854-043.jpg,Water,338.0
/data/upload/4/5cf4b099-044.jpg,Bread,58.0
/data/upload/4/5cf4b099-044.jpg,Fruit yogurt,125.0
/data/upload/4/5cf4b099-044.jpg,"Mixed salad with tomatoes, mozzarella, anchovies",110.0
/data/upload/4/5cf4b099-044.jpg,Roasted potatoes,157.0
/data/upload/4/5cf4b099-044.jpg,Water,320.0
/data/upload/4/0668a537-045.jpg,Baked pasta with tomato sauce,152.0
/data/upload/4/0668a537-045.jpg,"Mozzarella with cherry tomatoes, corn and green beans",114.0
/data/upload/4/0668a537-045.jpg,Mixed salad with carrots,163.0
/data/upload/4/0668a537-045.jpg,Bread,56.0
/data/upload/4/0668a537-045.jpg,Fruit yogurt,125.0
/data/upload/4/4b2f8f93-046.jpg,Bread,58.0
/data/upload/4/4b2f8f93-046.jpg,Fruit yogurt,125.0
/data/upload/4/4b2f8f93-046.jpg,Vegetable soup with parmesan,245.0
/data/upload/4/4b2f8f93-046.jpg,Salad,127.0
/data/upload/4/4b2f8f93-046.jpg,Potato meatballs with radicchio,112.0
/data/upload/4/9d18634a-047.jpg,Pasta with cherry tomatoes,133.0
/data/upload/4/9d18634a-047.jpg,Bread,55.0
/data/upload/4/9d18634a-047.jpg,Water,334.0
/data/upload/4/9d18634a-047.jpg,Omelette,110.0
/data/upload/4/9d18634a-047.jpg,Green beans,96.0
/data/upload/4/9d18634a-047.jpg,Banana yogurt,125.0
/data/upload/4/1df3f4e5-048.jpg,Baked pasta with tomatoes,126.0
/data/upload/4/1df3f4e5-048.jpg,Veggie burger with eggplant and mozzarella,148.0
/data/upload/4/1df3f4e5-048.jpg,Roasted potatoes,110.0
/data/upload/4/1df3f4e5-048.jpg,Bread,56.0
/data/upload/4/1df3f4e5-048.jpg,Fruit yogurt,125.0
/data/upload/4/dc65795e-049.jpg,"Pasta with tuna, olives, tomatoes and mozzarella",486.0
/data/upload/4/0bcf745d-050.jpg,Rice with zucchini and shrimps,297.0
/data/upload/4/64834a4a-051.jpg,"Savoury pie with carrots, zucchini, onions and cheese",145.0
/data/upload/4/85bd82b0-052.jpg,Wholemeal pasta,203.0
/data/upload/4/85bd82b0-052.jpg,Mackerel,76.0
/data/upload/4/85bd82b0-052.jpg,Mixed salad with carrots and radicchio,72.0
/data/upload/4/85bd82b0-052.jpg,Peach yogurt,125.0
/data/upload/4/85bd82b0-052.jpg,Bread,47.0
/data/upload/4/85bd82b0-052.jpg,Water,350.0
/data/upload/4/49622561-053.jpg,Pasta with tomatoes and vegetables,202.0
/data/upload/4/49622561-053.jpg,Green beans,128.0
/data/upload/4/49622561-053.jpg,Cod,92.0
/data/upload/4/49622561-053.jpg,Peach,108.0
/data/upload/4/49622561-053.jpg,Bread,47.0
/data/upload/4/49622561-053.jpg,Water,350.0
/data/upload/4/f8016788-054.jpg,Pasta with vegetables,169.0
/data/upload/4/f8016788-054.jpg,Bread,56.0
/data/upload/4/f8016788-054.jpg,Fruit yogurt,125.0
/data/upload/4/f8016788-054.jpg,Cauliflower,95.0
/data/upload/4/f8016788-054.jpg,Mixed salad with cabbage and cucumber,115.0
/data/upload/4/f8016788-054.jpg,Water,350.0
/data/upload/4/cbe4e280-055.jpg,Breaded cod,139.0
/data/upload/4/cbe4e280-055.jpg,"Mixed vegetables (mushrooms, potatoes, carrots, peas)",147.0
/data/upload/4/cbe4e280-055.jpg,Spinach,155.0
/data/upload/4/cbe4e280-055.jpg,Fruit yogurt,125.0
/data/upload/4/cbe4e280-055.jpg,Water,350.0
/data/upload/4/3a2e40d6-056.jpg,Pasta with cherry tomatoes,251.0
/data/upload/4/3a2e40d6-056.jpg,Breaded fish,183.0
/data/upload/4/3a2e40d6-056.jpg,"Mixed vegetables (mushrooms, potatoes, carrots, peas)",132.0
/data/upload/4/3a2e40d6-056.jpg,Bread,51.0
/data/upload/4/3a2e40d6-056.jpg,Water,340.0
/data/upload/4/18c861e2-057.jpg,Pasta with basil and cherry tomatoes,239.0
/data/upload/4/18c861e2-057.jpg,Bread,55.0
/data/upload/4/18c861e2-057.jpg,Banana,221.0
/data/upload/4/18c861e2-057.jpg,Omelette with mushroom,79.0
/data/upload/4/18c861e2-057.jpg,Green beans,111.0
/data/upload/4/f860d304-058.jpg,Pasta with butter and herbs,176.0
/data/upload/4/f860d304-058.jpg,Omelette with onions,124.0
/data/upload/4/f860d304-058.jpg,Roasted carrots,126.0
/data/upload/4/f860d304-058.jpg,Bread,58.0
/data/upload/4/f860d304-058.jpg,Peach,152.0
/data/upload/4/f860d304-058.jpg,Water,338.0
/data/upload/4/53bf999d-059.jpg,Bread,54.0
/data/upload/4/53bf999d-059.jpg,Plums,105.0
/data/upload/4/53bf999d-059.jpg,Spinach,124.0
/data/upload/4/53bf999d-059.jpg,Veggie burger,110.0
/data/upload/4/53bf999d-059.jpg,Mixed salad with carrots and cucumbers,136.0
/data/upload/4/01679314-060.jpg,Pasta with cherry tomatoes,113.0
/data/upload/4/01679314-060.jpg,Vegetable meatballs,149.0
/data/upload/4/01679314-060.jpg,Roasted potatoes,110.0
/data/upload/4/01679314-060.jpg,Water,210.0
/data/upload/4/01679314-060.jpg,Fruit yogurt,125.0
/data/upload/4/20216b1b-061.jpg,Bread,58.0
/data/upload/4/20216b1b-061.jpg,Fruit yogurt,125.0
/data/upload/4/20216b1b-061.jpg,Red soup with parmesan,136.0
/data/upload/4/20216b1b-061.jpg,Omelette with onions,124.0
/data/upload/4/20216b1b-061.jpg,Baked potatoes,100.0
/data/upload/4/9cb91933-062.jpg,Bread,58.0
/data/upload/4/9cb91933-062.jpg,Banana yogurt,125.0
/data/upload/4/9cb91933-062.jpg,Pasta with cherry tomatoes,96.0
/data/upload/4/9cb91933-062.jpg,Veggie burger with ketchup,138.0
/data/upload/4/9cb91933-062.jpg,Spinach,156.0
/data/upload/4/9cb91933-062.jpg,Water,220.0
/data/upload/4/ebffe0d8-063.jpg,Baked pasta with tomato sauce,210.0
/data/upload/4/ebffe0d8-063.jpg,Bread,55.0
/data/upload/4/ebffe0d8-063.jpg,Ricotta with eggplant and courgette,73.0
/data/upload/4/ebffe0d8-063.jpg,Mixed salad with carrots and fennels,125.0
/data/upload/4/a33398b0-064.jpg,Pasta with tomatoes,91.0
/data/upload/4/a33398b0-064.jpg,Crepe with tomato and cheese,108.0
/data/upload/4/a33398b0-064.jpg,Baked potatoes,77.0
/data/upload/4/a33398b0-064.jpg,Fruit yogurt,125.0
/data/upload/4/a33398b0-064.jpg,Bread,53.0
/data/upload/4/19056daf-065.jpg,Veggie burger,111.0
/data/upload/4/19056daf-065.jpg,Water,290.0
/data/upload/4/19056daf-065.jpg,Roasted potatoes,108.0
/data/upload/4/19056daf-065.jpg,Salad with balsamic vinegar,60.0
/data/upload/4/19056daf-065.jpg,Bread,56.0
/data/upload/4/19056daf-065.jpg,Strawberry yogurt,125.0
/data/upload/4/29bbb654-066.jpg,Tuna and white beans,332.0
/data/upload/4/0ea7ce9d-067.jpg,Flat bread with vegetables and tomatoes,276.0
/data/upload/4/ae85922c-068.jpg,"Pasta with carrots, olives, tomatoes, tuna and cooked ham",338.0
/data/upload/4/8e59e0a6-069.jpg,Sausage and bell peppers,197.0
/data/upload/4/1eed6dce-070.jpg,Pasta with chickpeas,339.0
/data/upload/4/52b0b8c1-071.jpg,Flavoured crackers,39.0
/data/upload/4/e7e6ce73-072.jpg,Lentils with carrots,187.0
/data/upload/4/e7e6ce73-072.jpg,Breaded fish,117.0
/data/upload/4/e7e6ce73-072.jpg,Carrots,101.0
/data/upload/4/e7e6ce73-072.jpg,Fruit yogurt,125.0
/data/upload/4/e7e6ce73-072.jpg,Water,335.0
/data/upload/4/c15ca3b2-073.jpg,Bread,56.0
/data/upload/4/c15ca3b2-073.jpg,Water,323.0
/data/upload/4/c15ca3b2-073.jpg,Fruit yogurt,125.0
/data/upload/4/c15ca3b2-073.jpg,Pasta with cherry tomatoes,155.0
/data/upload/4/c15ca3b2-073.jpg,Fish filet,208.0
/data/upload/4/c15ca3b2-073.jpg,Roasted brussel sprouts,125.0
/data/upload/4/6391724c-074.jpg,Pasta with cherry tomatoes,164.0
/data/upload/4/6391724c-074.jpg,Green beans,117.0
/data/upload/4/6391724c-074.jpg,Boiled pumpkin,101.0
/data/upload/4/6391724c-074.jpg,Water,335.0
/data/upload/4/6391724c-074.jpg,Bread,58.0
/data/upload/4/3c399797-075.jpg,Veal with tuna sauce,199.0
/data/upload/4/3c399797-075.jpg,Beans with tomato sauce,199.0
/data/upload/4/3c399797-075.jpg,Boiled courgettes and potatoes,165.0
/data/upload/4/3c399797-075.jpg,Water,338.0
/data/upload/4/3c399797-075.jpg,Bread,55.0
/data/upload/4/0dc76ae1-076.jpg,Pasta with vegetables and cherry tomatoes,202.0
/data/upload/4/0dc76ae1-076.jpg,Bread,56.0
/data/upload/4/0dc76ae1-076.jpg,Cous cous with vegetables and chickpeas,88.0
/data/upload/4/0dc76ae1-076.jpg,Ricotta cheese with eggplant,109.0
/data/upload/4/0dc76ae1-076.jpg,Plums,147.0
/data/upload/4/ed69560d-077.jpg,Beans with celery,88.0
/data/upload/4/ed69560d-077.jpg,Baked fish fillet,109.0
/data/upload/4/ed69560d-077.jpg,Baked broccoli and potatoes,104.0
/data/upload/4/ed69560d-077.jpg,Bread,57.0
/data/upload/4/ed69560d-077.jpg,Plums,184.0
/data/upload/4/5cf45bdb-078.jpg,Red soup with parmesan,229.0
/data/upload/4/5cf45bdb-078.jpg,Vegetable burger,95.0
/data/upload/4/5cf45bdb-078.jpg,Boiled pumpkin,129.0
/data/upload/4/5cf45bdb-078.jpg,Bread,57.0
/data/upload/4/5cf45bdb-078.jpg,Apricots,129.0
/data/upload/4/f0a0579f-079.jpg,Baked pasta with tomato sauce and parmesan,236.0
/data/upload/4/f0a0579f-079.jpg,Bread,56.0
/data/upload/4/f0a0579f-079.jpg,Canned beans,114.0
/data/upload/4/f0a0579f-079.jpg,Spinach quiche,206.0
/data/upload/4/f0a0579f-079.jpg,Plums,192.0
/data/upload/4/588281f4-080.jpg,Rice salad with tuna and pickles,128.0
/data/upload/4/588281f4-080.jpg,Bread,50.0
/data/upload/4/588281f4-080.jpg,Roasted potatoes,54.0
/data/upload/4/588281f4-080.jpg,Omelette with mushroom,116.0
/data/upload/4/588281f4-080.jpg,Mayonnaise,10.0
/data/upload/4/588281f4-080.jpg,Fruit yogurt,125.0
/data/upload/4/1378c174-081.jpg,Boiled spinach,109.0
/data/upload/4/1378c174-081.jpg,Meatballs with tomato sauce,64.0
/data/upload/4/1378c174-081.jpg,Mashed potatoes,161.0
/data/upload/4/1378c174-081.jpg,Bread,50.0
/data/upload/4/1378c174-081.jpg,Strawberry yogurt,125.0
/data/upload/4/1378c174-081.jpg,Water,254.0
/data/upload/4/e1761f68-082.jpg,Radicchio and fennel salad,171.0
/data/upload/4/e1761f68-082.jpg,Boiled spinach,188.0
/data/upload/4/e1761f68-082.jpg,Baked pasta with vegetables,234.0
/data/upload/4/e1761f68-082.jpg,Fruit yogurt,125.0
/data/upload/4/e1761f68-082.jpg,Bread,53.0
/data/upload/4/bef22d13-083.jpg,Cous cous with vegetables and chickpeas,159.0
/data/upload/4/bef22d13-083.jpg,Roasted potatoes,94.0
/data/upload/4/bef22d13-083.jpg,Ricotta with eggplant,102.0
/data/upload/4/bef22d13-083.jpg,Bread,57.0
/data/upload/4/bef22d13-083.jpg,Strawberry yogurt,125.0
/data/upload/4/9c0a5fa0-084.jpg,Potatoes and broccoli,171.0
/data/upload/4/9c0a5fa0-084.jpg,"Potatoes, carrots, and peas",150.0
/data/upload/4/9c0a5fa0-084.jpg,Breaded pork cutlet,160.0
/data/upload/4/9c0a5fa0-084.jpg,Bread,40.0
/data/upload/4/9c0a5fa0-084.jpg,Fruit yogurt,125.0
/data/upload/4/21878799-085.jpg,Red soup with parmesan,205.0
/data/upload/4/21878799-085.jpg,Vegetable meatballs with cheese,91.0
/data/upload/4/21878799-085.jpg,Spinach,98.0
/data/upload/4/21878799-085.jpg,Bread,59.0
/data/upload/4/21878799-085.jpg,Apple,170.0
/data/upload/4/89cc65e3-086.jpg,Pasta with zucchini,221.0
/data/upload/4/89cc65e3-086.jpg,Mackerel,83.0
/data/upload/4/89cc65e3-086.jpg,Boiled cauliflower,134.0
/data/upload/4/89cc65e3-086.jpg,Plums,89.0
/data/upload/4/89cc65e3-086.jpg,Bread,58.0
/data/upload/4/b881844f-087.jpg,White pasta,263.0
/data/upload/4/b881844f-087.jpg,Vegetable meatballs with radicchio,119.0
/data/upload/4/b881844f-087.jpg,Roasted green beans with breadcrumbs,96.0
/data/upload/4/b881844f-087.jpg,Bread,57.0
/data/upload/4/b881844f-087.jpg,Peach,168.0
/data/upload/4/edd7618a-088.jpg,Whole pasta with pesto and parmesan,198.0
/data/upload/4/edd7618a-088.jpg,Barley with peas,99.0
/data/upload/4/edd7618a-088.jpg,Omelette with vegetables,118.0
/data/upload/4/edd7618a-088.jpg,Bread,59.0
/data/upload/4/edd7618a-088.jpg,Banana,126.0
/data/upload/4/642b35e0-089.jpg,White rice with oil and parmesan,236.0
/data/upload/4/642b35e0-089.jpg,Baked fish fillet,64.0
/data/upload/4/642b35e0-089.jpg,Chickpeas,135.0
/data/upload/4/642b35e0-089.jpg,Apple,179.0
